"CountryName","RegionName","Sum.Cases","Sum.Cost","PrescriptionIndex"
"Faeroe Islands","",7335.7632927812,1505.7,5
"Fiji","",129036.344002355,1517.85,5
"Finland","",856616.99976154,1455.3,5
"France","",4544547.08577389,1488.15,5
"Gabon","",356589.759588377,1569.15,5
"Gambia","",401390.6018323,1652.4,5
"Georgia","",128045.974381446,1477.8,5
"Germany","",8582737.01388596,1440.9,5
"Ghana","",5245307.38720419,1502.55,5
"Greece","",1463897.22487921,1505.7,5
"Greenland","",9074.94056082656,1500.75,5
"Guam","",12343.733743151,1522.8,5
"Guatemala","",2689508.42901962,1459.35,5
"Guinea","",2070886.08750894,1494,5
"Guyana","",110600.268100276,1590.3,5
"Haiti","",1875184.84842506,1698.75,5
"Honduras","",1341426.17757063,1561.05,5
"Hong Kong","",1256450.7051623,1530.9,5
"Hungary","",838635.981279586,1544.85,5
"Iceland","",43775.9059158525,1413,5
"India","",219883138.569478,1498.05,5
"Indonesia","",44715296.0959217,1530.45,5
"Iran","",11546676.1131929,1456.65,5
"Iraq","",5813559.78197328,1548,5
"Ireland","",178877.467182162,1629.45,5
"Israel","",303646.405557648,1614.15,5
"Italy","",4701713.99277331,1659.6,5
"Jamaica","",441747.504402943,1537.65,5
"Japan","",19198264.2273517,1528.65,5
"Jordan","",1066542.22529905,1512,5
"Kazakhstan","",2796327.55134861,1496.25,5
"Kenya","",9262009.65902854,1602.45,5
"Kosovo","",188411.043083883,1528.2,5
"Kuwait","",395032.175985472,1542.15,5
"Kyrgyz Republic","",939760.398899841,1576.35,5
"Laos","",0,0,5
"Latvia","",149295.516031012,1487.25,5
"Lebanon","",422980.478187395,1561.95,5
"Lesotho","",168528.950222948,1533.15,5
"Liberia","",0,0,5
"Libya","",944681.254862285,1539.45,5
"Lithuania","",109976.46682077,1453.95,5
"Luxembourg","",14379.1638425219,1520.55,5
"Macao","",0,0,5
"Madagascar","",3608113.89901846,1619.55,5
"Malawi","",3062347.22795497,1558.8,5
"Malaysia","",4881856.95273242,1526.85,5
"Mali","",3238250.48819366,1539.45,5
"Mauritania","",787182.586744787,1481.4,5
"Mauritius","",227992.940689458,1543.05,5
"Mexico","",17529698.2017257,1420.65,5
"Moldova","",121780.633974805,1638,5
"Monaco","",2725.92291106949,1544.85,5
"Mongolia","",577387.503847732,1531.8,5
"Morocco","",5515664.42137315,1544.85,5
"Mozambique","",5206014.85697524,1458,5
"Myanmar","",9265181.58385034,1570.5,5
"Namibia","",313550.748835613,1580.4,5
"Nepal","",4375197.39225277,1479.15,5
"Netherlands","",888696.347909033,1629.9,5
"New Zealand","",835332.672954126,1698.3,5
"Nicaragua","",1105900.92955084,1426.95,5
"Niger","",4213499.88374562,1411.2,5
"Nigeria","",36422744.7766711,1414.35,5
"Norway","",709038.499501732,1545.3,5
"Oman","",621381.015197425,1368,5
"Pakistan","",37997838.5633162,1582.2,5
"Palestine","",438876.43620554,1673.1,5
"Panama","",126464.470761865,1583.55,5
"Papua New Guinea","",496370.085358528,1718.55,5
"Paraguay","",857287.961550743,1605.6,5
"Peru","",3371764.86906102,1461.15,5
"Philippines","",18376254.5186235,1574.1,5
"Poland","",3103884.7832395,1629.9,5
"Portugal","",451647.476074716,1621.8,5
"Puerto Rico","",269019.816247237,1668.6,5
"Qatar","",165961.558260557,1575,5
"Romania","",1647103.55598753,1622.25,5
"Russia","",16610847.0772407,1486.8,5
"Rwanda","",2269017.26419059,1424.7,5
"San Marino","",1045.07639816424,1657.8,5
"Saudi Arabia","",4427315.11653621,1548.45,5
"Senegal","",2715597.31202269,1545.75,5
"Serbia","",665449.841206065,1611.9,5
"Seychelles","",15454.0840825984,1531.35,5
"Sierra Leone","",1409233.58814116,1541.7,5
"Singapore","",890519.578496917,1508.85,5
"Slovak Republic","",350282.633631712,1547.55,5
"Slovenia","",65632.6731616023,1453.5,5
"Solomon Islands","",0,0,5
"Somalia","",767532.156423147,1494.9,5
"South Africa","",5619625.45230984,1468.35,5
"South Korea","",8908658.77934332,1516.5,5
"South Sudan","",2009031.8269784,1600.2,5
"Spain","",2879098.24933817,1622.25,5
"Sri Lanka","",3646089.65700971,1530.9,5
"Sudan","",0,0,5
"Suriname","",71106.5446016501,1616.4,5
"Sweden","",557612.931587964,1566,5
"Switzerland","",398660.274084929,1516.05,5
"Syria","",3034842.49144274,1623.6,5
"Taiwan","",1232343.91975021,1627.65,5
"Tajikistan","",338193.286964773,1526.4,5
"Tanzania","",0,0,5
"Thailand","",12161742.9453635,1489.95,5
"Timor-Leste","",132050.942763728,1617.75,5
"Togo","",1530323.13898302,1557,5
"Trinidad and Tobago","",233341.470956079,1511.1,5
"Tunisia","",1376438.33109753,1576.8,5
"Turkey","",9142184.29987413,1607.85,5
"Uganda","",7864097.15484049,1532.7,5
"Ukraine","",4871078.72070599,1458,5
"United Arab Emirates","",919167.831291443,1497.6,5
"United Kingdom","",3041228.03866078,1569.6,5
"United Kingdom","England",2685725.7580826,1503.9,5
"United Kingdom","Northern Ireland",86890.7569053023,1594.35,5
"United Kingdom","Scotland",478945.511605406,1399.5,5
"United Kingdom","Wales",135462.970040172,1432.35,5
"United States","",9077746.9831182,1499.4,5
"United States","Alabama",102237.414738559,1392.3,5
"United States","Alaska",21782.2585030858,1558.8,5
"United States","Arizona",141977.458641524,1620,5
"United States","Arkansas",54423.7441989309,1510.65,5
"United States","California",993552.18001808,1548.9,5
"United States","Colorado",200795.30517571,1450.35,5
"United States","Connecticut",149323.426267137,1653.75,5
"United States","Delaware",27984.8122354333,1450.8,5
"United States","Florida",618836.316866222,1491.75,5
"United States","Georgia",287383.841471332,1489.95,5
"United States","Hawaii",171112.209890475,1522.35,5
"United States","Idaho",33486.0506698862,1623.6,5
"United States","Illinois",240623.105942193,1664.1,5
"United States","Indiana",130675.848496963,1584,5
"United States","Iowa",44502.3283730532,1444.05,5
"United States","Kansas",90000.936453359,1416.6,5
"United States","Kentucky",134769.080649742,1662.75,5
"United States","Louisiana",131965.649072798,1647.45,5
"United States","Maine",121834.350616554,1612.35,5
"United States","Maryland",306942.930294666,1545.3,5
"United States","Massachusetts",213717.197530274,1361.7,5
"United States","Michigan",459538.025661857,1586.25,5
"United States","Minnesota",127447.960473132,1528.2,5
"United States","Mississippi",77501.8188194912,1399.95,5
"United States","Missouri",178505.273264011,1526.4,5
"United States","Montana",24284.0843594616,1447.2,5
"United States","Nebraska",28335.7601790986,1462.5,5
"United States","Nevada",63891.3029435604,1505.7,5
"United States","New Hampshire",89018.6816637842,1448.1,5
"United States","New Jersey",288504.162905744,1508.85,5
"United States","New Mexico",48054.5578261154,1519.2,5
"United States","New York",685271.158446967,1486.35,5
"United States","North Carolina",373077.380653383,1458,5
"United States","North Dakota",2942.00604896272,1504.8,5
"United States","Ohio",354405.131903134,1507.5,5
"United States","Oklahoma",88850.416013463,1557.9,5
"United States","Oregon",383120.381195248,1539,5
"United States","Pennsylvania",523180.312858804,1437.3,5
"United States","Rhode Island",37504.523818102,1534.5,5
"United States","South Carolina",146208.059025474,1437.75,5
"United States","South Dakota",4930.51501391355,1487.25,5
"United States","Tennessee",90853.3048967072,1420.65,5
"United States","Texas",827943.892737079,1485,5
"United States","Utah",52066.9571767271,1521.45,5
"United States","Vermont",64454.1142161599,1610.1,5
"United States","Virginia",447642.267413107,1534.95,5
"United States","Washington",589741.101774863,1315.35,5
"United States","Washington DC",43273.623844367,1544.85,5
"United States","West Virginia",69586.4253332864,1566,5
"United States","Wisconsin",80996.2979453902,1469.7,5
"United States","Wyoming",12566.9793960645,1520.1,5
"Uruguay","",413678.844858565,1574.55,5
"Uzbekistan","",4784021.78017287,1550.7,5
"Vanuatu","",0,0,5
"Venezuela","",4783664.30130324,1516.5,5
"Vietnam","",821564.343251694,1640.7,5
"Yemen","",326040.822258935,1421.55,5
"Zambia","",2620840.08163001,1668.6,5
"Zimbabwe","",2057564.93564559,1522.8,5
