"","date","p_cases","p_cases_recent","p_m_country","recent_p_m_country"
"223","2020/11/13",0.15,0.00294117647058824,0.156274509803922,0.00294117647058824
"224","2020/11/14",0.103921568627451,0,0.110196078431373,0
"225","2020/11/15",0.102941176470588,0,0.10921568627451,0
"226","2020/11/16",0.102076124567474,0,0.108350634371396,0
"227","2020/11/17",0.114705882352941,0.00588235294117647,0.120980392156863,0.00588235294117647
"228","2020/11/18",0.102941176470588,0,0.10921568627451,0
"229","2020/11/19",0.156862745098039,0.00980392156862745,0.163137254901961,0.00980392156862745
"230","2020/11/20",0.142352941176471,0.00941176470588235,0.148627450980392,0.00941176470588235
"231","2020/11/21",0.133333333333333,0,0.133333333333333,0
"232","2020/11/22",0.0652941176470588,0,0.0652941176470588,0
"233","2020/11/23",0.135250155647046,0.00908580757065605,0.135250155647046,0.00908580757065605
"234","2020/11/24",0.13384928667798,0.0099052540913006,0.13384928667798,0.0099052540913006
"235","2020/11/25",0.203105282092204,0.0152116402116402,0.203105282092204,0.0152116402116402
"236","2020/11/26",0.193521948758871,0.0152116402116402,0.193521948758871,0.0152116402116402
"237","2020/11/27",0.190588275289483,0.0152116402116402,0.190588275289483,0.0152116402116402
"238","2020/11/28",0.235962424949347,0.0152116402116402,0.235962424949347,0.0152116402116402
"239","2020/11/29",0.19461321860014,0.0152116402116402,0.19461321860014,0.0152116402116402
"240","2020/11/30",0.157015306122449,0.0220025510204082,0.157015306122449,0.0220025510204082
"241","2020/12/01",0.357142857142857,0.0821428571428571,0.357142857142857,0.0821428571428571
"242","2020/12/02",0.364772727272727,0.0821428571428571,0.364772727272727,0.0821428571428571
"243","2020/12/03",0.329472140762463,0.119354838709677,0.318934506353861,0.154480286738351
"244","2020/12/04",0.344086021505376,0.119354838709677,0.333548387096774,0.154480286738351
"245","2020/12/05",0.319354838709677,0.119354838709677,0.308817204301075,0.154480286738351
"246","2020/12/06",0.326904010815683,0.116719242902208,0.327721946822893,0.136593059936909
"247","2020/12/07",0.337960042060988,0.116719242902208,0.338777978068199,0.136593059936909
"248","2020/12/08",0.318611987381703,0.116719242902208,0.319429923388914,0.136593059936909
"249","2020/12/14",0.329774326619753,0.116719242902208,0.330592262626963,0.136593059936909
"250","2020/12/16",0.488457609805924,0.0674157303370786,0.488457609805924,0.0674157303370786
"251","2020/12/17",0.528962875440209,0.0714285714285714,0.528962875440209,0.0714285714285714
"252","2020/12/18",0.649504536912093,0.12745328720517,0.649504536912093,0.12745328720517
"253","2020/12/19",1.09801954517028,0.0950122666835692,1.09801954517028,0.0950122666835692
"254","2020/12/20",0.715237344866775,0.0716234058210959,0.715237344866775,0.0716234058210959
"255","2020/12/21",0.642579388051335,0.0819858633809132,0.642579388051335,0.0819858633809132
"256","2020/12/22",0.692865790515901,0.0783584770085812,0.692865790515901,0.0783584770085812
"257","2020/12/23",0.972921635288036,0.078442282567364,0.972921635288036,0.078442282567364
"258","2020/12/24",0.633320753083536,0.00675823470506636,0.633320753083536,0.00675823470506636
