"","date","p_cases_infected","p_cases_recent","p_cases_active","p_cases_daily","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high"
"264",2020-12-26,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"265",2020-12-27,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"266",2020-12-28,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"267",2020-12-29,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"268",2020-12-30,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"269",2020-12-31,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"270",2021-01-01,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"271",2021-01-02,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"272",2021-01-03,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"273",2021-01-04,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"274",2021-01-05,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"275",2021-01-06,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"276",2021-01-07,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"277",2021-01-08,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"278",2021-01-09,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"279",2021-01-10,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"280",2021-01-11,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"281",2021-01-12,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
