"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCB","ESS",581078,0.03681592039801,0.0461367521367521,0,0,2010,30,581078,0,0,0,0,0,0,0.03681592039801,0.0461367521367521,0,0,2010,2010,0.03681592039801,0.0461367521367521,0,0
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCE","ESCE",84777,0,0,0,0,100,1,84777,0,0,0,0,100,1,0,0,0,0,100,100,0,0,0,0
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCL","ESAV",157640,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,15,1,2399548,0.0577380952380952,0.0644450549450549,0.000600600600600601,0.00114942528735632,1680,30,0.037085021845781,0.0385284770298406,0.0222784124343418,0.0222784124343418,245,245,0.0551095222608916,0.0611465813922095,0.00335959483398584,0.00383856910606356
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCL","ESLE",460001,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,30,1,2399548,0.0577380952380952,0.0644450549450549,0.000600600600600601,0.00114942528735632,1680,30,0.037085021845781,0.0385284770298406,0.0222784124343418,0.0222784124343418,245,245,0.0551095222608916,0.0611465813922095,0.00335959483398584,0.00383856910606356
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCL","ESP",160980,0,0,0,0,0,0,2399548,0.0577380952380952,0.0644450549450549,0.000600600600600601,0.00114942528735632,1680,30,0.037085021845781,0.0385284770298406,0.0222784124343418,0.0222784124343418,245,245,0.0551095222608916,0.0611465813922095,0.00335959483398584,0.00383856910606356
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCL","ESSG",153129,0.05,0.05,0,0,20,1,2399548,0.0577380952380952,0.0644450549450549,0.000600600600600601,0.00114942528735632,1680,30,0.037085021845781,0.0385284770298406,0.0222784124343418,0.0222784124343418,245,245,0.0551095222608916,0.0611465813922095,0.00335959483398584,0.00383856910606356
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCL","ESSA",330119,0,0,0,0,30,2,2399548,0.0577380952380952,0.0644450549450549,0.000600600600600601,0.00114942528735632,1680,30,0.037085021845781,0.0385284770298406,0.0222784124343418,0.0222784124343418,245,245,0.0551095222608916,0.0611465813922095,0.00335959483398584,0.00383856910606356
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCL","ESZA",172539,0,0,0,0,0,0,2399548,0.0577380952380952,0.0644450549450549,0.000600600600600601,0.00114942528735632,1680,30,0.037085021845781,0.0385284770298406,0.0222784124343418,0.0222784124343418,245,245,0.0551095222608916,0.0611465813922095,0.00335959483398584,0.00383856910606356
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCL","ESVA",519546,0.04,0.0466666666666667,0,0,100,3,2399548,0.0577380952380952,0.0644450549450549,0.000600600600600601,0.00114942528735632,1680,30,0.037085021845781,0.0385284770298406,0.0222784124343418,0.0222784124343418,245,245,0.0551095222608916,0.0611465813922095,0.00335959483398584,0.00383856910606356
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCL","ESBU",356958,0,0,0,0,0,0,2399548,0.0577380952380952,0.0644450549450549,0.000600600600600601,0.00114942528735632,1680,30,0.037085021845781,0.0385284770298406,0.0222784124343418,0.0222784124343418,245,245,0.0551095222608916,0.0611465813922095,0.00335959483398584,0.00383856910606356
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCL","ESSO",88636,0.1,0.1,0.02,0.02,50,1,2399548,0.0577380952380952,0.0644450549450549,0.000600600600600601,0.00114942528735632,1680,30,0.037085021845781,0.0385284770298406,0.0222784124343418,0.0222784124343418,245,245,0.0551095222608916,0.0611465813922095,0.00335959483398584,0.00383856910606356
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCM","ESCU",196329,0,0,0,0,0,0,2032863,0.0740740740740741,0.0810727125608078,0,0,1998,30,0.0891969973700253,0.0899652028250077,0,0,880,880,0.0786981784870126,0.0837917505846076,0,0
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCM","ESTO",694844,0.0503067484662577,0.0525542406311637,0,0,815,13,2032863,0.0740740740740741,0.0810727125608078,0,0,1998,30,0.0891969973700253,0.0899652028250077,0,0,880,880,0.0786981784870126,0.0837917505846076,0,0
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCM","ESCR",495761,0,0,0,0,0,0,2032863,0.0740740740740741,0.0810727125608078,0,0,1998,30,0.0891969973700253,0.0899652028250077,0,0,880,880,0.0786981784870126,0.0837917505846076,0,0
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCM","ESGU",257762,0.266666666666667,0.266666666666667,0,0,60,1,2032863,0.0740740740740741,0.0810727125608078,0,0,1998,30,0.0891969973700253,0.0899652028250077,0,0,880,880,0.0786981784870126,0.0837917505846076,0,0
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCM","ESAB",388167,0.2,0.2,0,0,5,1,2032863,0.0740740740740741,0.0810727125608078,0,0,1998,30,0.0891969973700253,0.0899652028250077,0,0,880,880,0.0786981784870126,0.0837917505846076,0,0
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCN","ESTF",1032983,0.0149253731343284,0.020952380952381,0,0,134,5,2153389,0.0430539609644087,0.0573738036157391,0,0,1742,30,0.0269806291616383,0.029314328097091,0.00247761396880297,0.00130074733362156,344,344,0.0404033252308742,0.0527465459079659,0.000408580635315543,0.00021450483354066
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCN","ESGC",1120406,0.0380952380952381,0.0370238095238095,0.00476190476190476,0.0025,210,4,2153389,0.0430539609644087,0.0573738036157391,0,0,1742,30,0.0269806291616383,0.029314328097091,0.00247761396880297,0.00130074733362156,344,344,0.0404033252308742,0.0527465459079659,0.000408580635315543,0.00021450483354066
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCT","ESB",5664579,0.0351515151515151,0.0612254901960784,0.00278551532033426,0.00133333333333333,825,17,7675217,0.0568927789934354,0.0656289949680403,0.00656455142231947,0.00522222222222222,1371,30,0.0259430494988552,0.0451865564230186,0.00205580787979594,0.000984046705128989,825,825,0.0452654899073568,0.0579491170993504,0.00487069285101623,0.00363001147468037
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCT","ESL",434930,0,0,0,0,0,0,7675217,0.0568927789934354,0.0656289949680403,0.00656455142231947,0.00522222222222222,1371,30,0.0259430494988552,0.0451865564230186,0.00205580787979594,0.000984046705128989,825,825,0.0452654899073568,0.0579491170993504,0.00487069285101623,0.00363001147468037
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCT","EST",804664,0,0,0,0,0,0,7675217,0.0568927789934354,0.0656289949680403,0.00656455142231947,0.00522222222222222,1371,30,0.0259430494988552,0.0451865564230186,0.00205580787979594,0.000984046705128989,825,825,0.0452654899073568,0.0579491170993504,0.00487069285101623,0.00363001147468037
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESCT","ESGI",771044,0,0,0,0,0,0,7675217,0.0568927789934354,0.0656289949680403,0.00656455142231947,0.00522222222222222,1371,30,0.0259430494988552,0.0451865564230186,0.00205580787979594,0.000984046705128989,825,825,0.0452654899073568,0.0579491170993504,0.00487069285101623,0.00363001147468037
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESEX","ESCC",394151,0,0,0,0,0,0,1067710,0.0246913580246914,0.0376111111111111,0,0,1701,30,0,0,0,0,0,0,0.0246913580246914,0.0376111111111111,0,0
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESEX","ESBA",673559,0,0,0,0,0,0,1067710,0.0246913580246914,0.0376111111111111,0,0,1701,30,0,0,0,0,0,0,0.0246913580246914,0.0376111111111111,0,0
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESGA","ESLU",329587,0.025,0.025,0,0,40,1,2699499,0.025844930417495,0.0326886102403344,0.00153727901614143,0.0048227634434531,1509,30,0.0574248105752007,0.0533693772642833,0.00112645155219901,0.00232799987454462,465,465,0.0332839599379272,0.0375602194936962,0.00144050354971122,0.00423509117418134
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESGA","ESPO",942665,0.00909090909090909,0.0144444444444444,0.0032258064516129,0.00666666666666667,330,6,2699499,0.025844930417495,0.0326886102403344,0.00153727901614143,0.0048227634434531,1509,30,0.0574248105752007,0.0533693772642833,0.00112645155219901,0.00232799987454462,465,465,0.0332839599379272,0.0375602194936962,0.00144050354971122,0.00423509117418134
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESGA","ESC",1119596,0.114285714285714,0.1,0,0,35,2,2699499,0.025844930417495,0.0326886102403344,0.00153727901614143,0.0048227634434531,1509,30,0.0574248105752007,0.0533693772642833,0.00112645155219901,0.00232799987454462,465,465,0.0332839599379272,0.0375602194936962,0.00144050354971122,0.00423509117418134
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESGA","ESOR",307651,0.0333333333333333,0.0333333333333333,0,0,60,1,2699499,0.025844930417495,0.0326886102403344,0.00153727901614143,0.0048227634434531,1509,30,0.0574248105752007,0.0533693772642833,0.00112645155219901,0.00232799987454462,465,465,0.0332839599379272,0.0375602194936962,0.00144050354971122,0.00423509117418134
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESIB","ESPM",1149460,0.036654620547238,0.0393888888888889,0.000966183574879227,0.000714285714285714,1937,30,1149460,0,0,0,0,0,0,0.036654620547238,0.0393888888888889,0.000966183574879227,0.000714285714285714,1937,1937,0.036654620547238,0.0393888888888889,0.000966183574879227,0.000714285714285714
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESMC","ESMU",1493898,0.0207547169811321,0.0259484126984127,0,0,1590,30,1493898,0,0,0,0,0,0,0.0207547169811321,0.0259484126984127,0,0,1590,1590,0.0207547169811321,0.0259484126984127,0,0
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESMD","ESM",6663394,0.164672765657987,0.15012420268942,0.00802334062727936,0.0118801962655036,1421,30,6663394,0,0,0,0,0,0,0.164672765657987,0.15012420268942,0.00802334062727936,0.0118801962655036,1421,1421,0.164672765657987,0.15012420268942,0.00802334062727936,0.0118801962655036
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESML","ESML",86487,0,0,0,0,0,0,86487,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESNC","ESNA",654214,0.0406976744186047,0.0443269230769231,0,0,1720,26,654214,0,0,0,0,0,0,0.0406976744186047,0.0443269230769231,0,0,1720,1720,0.0406976744186047,0.0443269230769231,0,0
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESPV","ESSS",723576,0.0285714285714286,0.0308333333333333,0.008,0.0133333333333333,175,4,2207776,0.036509900990099,0.0359670008354219,0.00478142076502732,0.00298611111111111,1616,30,0.071994705159913,0.079974538152183,0.009853039117582,0.00872058804878756,927,927,0.0494451795844433,0.052009072047627,0.00663017822189645,0.00507650046275329
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESPV","ESVI",331549,0.166666666666667,0.166666666666667,0,0,30,1,2207776,0.036509900990099,0.0359670008354219,0.00478142076502732,0.00298611111111111,1616,30,0.071994705159913,0.079974538152183,0.009853039117582,0.00872058804878756,927,927,0.0494451795844433,0.052009072047627,0.00663017822189645,0.00507650046275329
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESPV","ESBI",1152651,0.07202216066482,0.085886742194131,0.0138504155124654,0.00833333333333333,722,12,2207776,0.036509900990099,0.0359670008354219,0.00478142076502732,0.00298611111111111,1616,30,0.071994705159913,0.079974538152183,0.009853039117582,0.00872058804878756,927,927,0.0494451795844433,0.052009072047627,0.00663017822189645,0.00507650046275329
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESRI","ESLO",316798,0.0667144906743185,0.0933545787545788,0.0136986301369863,0.0242857142857143,1394,25,316798,0,0,0,0,0,0,0.0667144906743185,0.0933545787545788,0.0136986301369863,0.0242857142857143,1394,1394,0.0667144906743185,0.0933545787545788,0.0136986301369863,0.0242857142857143
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESVC","ESA",1858683,0.0622119815668203,0.0938095238095238,0,0,434,7,5003769,0.028452874925904,0.0384719177526083,0,0,1687,30,0.0495968997885164,0.0673236654807225,0,0,2595,2595,0.0412666872842597,0.055956804570557,0,0
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESVC","ESCS",579962,0.125925925925926,0.117777777777778,0,0,135,3,5003769,0.028452874925904,0.0384719177526083,0,0,1687,30,0.0495968997885164,0.0673236654807225,0,0,2595,2595,0.0412666872842597,0.055956804570557,0,0
"ES","2020/09/17",47026208,0.102313167259786,0.00841750841750842,2248,30,0.0596819158961946,16861,0.00301592087913154,16861,0.0646970947682106,0.00365136851041895,"ESVC","ESV",2565124,0.0231984205330701,0.0367246447346782,0,0,2026,26,5003769,0.028452874925904,0.0384719177526083,0,0,1687,30,0.0495968997885164,0.0673236654807225,0,0,2595,2595,0.0412666872842597,0.055956804570557,0,0
