"date","cases","deaths","cum_cases","cum_deaths","cases_daily","cases_active","cases_active_undected","cases_infect","cases_infect_undected","cases_symptom","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","p_infect","p_infect_undected","p_symptom","population"
"2020/04/24",0,0,2839,50,0,299.109059380363,11.109059380363,299.109059380363,11.109059380363,746.156277542058,6.32922525004784e-05,6.07953432575145e-05,6.58917116335086e-05,0,4.29596500430442e-06,1.59554279056759e-07,4.29596500430442e-06,1.59554279056759e-07,1.07166973233883e-05,69625581
"2020/04/25",15,0,2854,50,0,242.6697275099,-32.3302724901004,242.6697275099,-32.3302724901004,746.156277542058,6.25145791086356e-05,6.00474580824252e-05,6.50830647279918e-05,0,3.48535299848916e-06,-4.64344742632745e-07,3.48535299848916e-06,-4.64344742632745e-07,1.07166973233883e-05,69625581
"2020/04/26",68,1,2922,51,0,242.6697275099,-66.3302724901004,242.6697275099,-66.3302724901004,746.156277542058,6.42308019203941e-05,6.17425675371089e-05,6.6819312508462e-05,0,3.48535299848916e-06,-9.52671008807817e-07,3.48535299848916e-06,-9.52671008807817e-07,1.07166973233883e-05,69625581
"2020/04/27",0,0,2922,51,0,220.784234462556,-58.2157655374439,220.784234462556,-58.2157655374439,551.662740391751,6.32515420204216e-05,6.08004985340276e-05,6.58013941402487e-05,0,3.17102178957122e-06,-8.36126100512452e-07,3.17102178957122e-06,-8.36126100512452e-07,7.92327665304152e-06,69625581
"2020/04/28",16,3,2938,54,0,1.13686837721616e-13,-266,1.13686837721616e-13,-266,545.998388359213,6.63459575570541e-05,6.39105537362157e-05,6.88741659527837e-05,0,1.63283144052494e-21,-3.82043490595791e-06,1.63283144052494e-21,-3.82043490595791e-06,7.84192218603121e-06,69625581
"2020/04/29",0,0,2938,54,0,1.13686837721616e-13,-238,1.13686837721616e-13,-238,474.191076196736,6.5416475864813e-05,6.30145030255611e-05,6.79100065715953e-05,0,1.63283144052494e-21,-3.4182838632255e-06,1.63283144052494e-21,-3.4182838632255e-06,6.8105869909615e-06,69625581
"2020/04/30",16,0,2954,54,0,1.13686837721616e-13,-254,1.13686837721616e-13,-254,299.109059380363,6.49093671367855e-05,6.25253690362724e-05,6.73842634923726e-05,0,1.63283144052494e-21,-3.64808445907259e-06,1.63283144052494e-21,-3.64808445907259e-06,4.29596500430442e-06,69625581
"2020/05/01",6,0,2960,54,0,1.13686837721616e-13,-227,1.13686837721616e-13,-227,242.669727509899,6.42491823836212e-05,6.18888638129316e-05,6.66995188252477e-05,0,1.63283144052494e-21,-3.26029595358062e-06,1.63283144052494e-21,-3.26029595358062e-06,3.48535299848915e-06,69625581
"2020/05/02",0,0,2960,54,0,1.13686837721616e-13,-195,1.13686837721616e-13,-195,242.669727509899,6.35226222747203e-05,6.11884646844907e-05,6.59458210213856e-05,0,1.63283144052494e-21,-2.80069476188644e-06,1.63283144052494e-21,-2.80069476188644e-06,3.48535299848915e-06,69625581
"2020/05/03",6,0,2966,54,0,1.13686837721616e-13,-174,1.13686837721616e-13,-174,220.784234462556,6.29877125405251e-05,6.06727470377292e-05,6.53910054314942e-05,0,1.63283144052494e-21,-2.49908147983713e-06,1.63283144052494e-21,-2.49908147983713e-06,3.17102178957122e-06,69625581
"2020/05/04",3,0,2969,54,0,1.13686837721616e-13,-158,1.13686837721616e-13,-158,-5.6843418860808e-14,6.24493085135433e-05,6.01536972090086e-05,6.4832525925533e-05,0,1.63283144052494e-21,-2.26928088399004e-06,1.63283144052494e-21,-2.26928088399004e-06,-8.16415720262471e-22,69625581
"2020/05/05",18,0,2987,54,0,1.13686837721616e-13,-148,1.13686837721616e-13,-148,-5.6843418860808e-14,6.22785030902645e-05,5.99887787979446e-05,6.46556243498156e-05,0,1.63283144052494e-21,-2.1256555115856e-06,1.63283144052494e-21,-2.1256555115856e-06,-8.16415720262471e-22,69625581
"2020/05/06",1,0,2988,54,0,1.13686837721616e-13,-149,1.13686837721616e-13,-149,-5.6843418860808e-14,6.17956264898986e-05,5.95233211154885e-05,6.41546772208817e-05,0,1.63283144052494e-21,-2.14001804882605e-06,1.63283144052494e-21,-2.14001804882605e-06,-8.16415720262471e-22,69625581
"2020/05/07",1,1,2989,55,0,1.13686837721616e-13,-135,1.13686837721616e-13,-135,-5.6843418860808e-14,6.24846659870996e-05,6.02264230005779e-05,6.4827583791286e-05,0,1.63283144052494e-21,-1.93894252745984e-06,1.63283144052494e-21,-1.93894252745984e-06,-8.16415720262471e-22,69625581
"2020/05/08",3,0,2992,55,0,1.13686837721616e-13,-69.9999999999999,1.13686837721616e-13,-69.9999999999999,-5.6843418860808e-14,6.2108344028475e-05,5.98633908446365e-05,6.44374858078227e-05,0,1.63283144052494e-21,-1.00537760683103e-06,1.63283144052494e-21,-1.00537760683103e-06,-8.16415720262471e-22,69625581
"2020/05/09",8,0,3000,55,0,1.13686837721616e-13,-77.9999999999999,1.13686837721616e-13,-77.9999999999999,-5.6843418860808e-14,6.18716456526888e-05,5.9634973311004e-05,6.41922067409648e-05,0,1.63283144052494e-21,-1.12027790475457e-06,1.63283144052494e-21,-1.12027790475457e-06,-8.16415720262471e-22,69625581
"2020/05/10",4,1,3004,56,0,1.13686837721616e-13,-65.9999999999999,1.13686837721616e-13,-65.9999999999999,-5.6843418860808e-14,6.27032380503809e-05,6.04747306204963e-05,6.501386648046e-05,0,1.63283144052494e-21,-9.47927457869255e-07,1.63283144052494e-21,-9.47927457869255e-07,-8.16415720262471e-22,69625581
"2020/05/11",11,0,3015,56,0,1.13686837721616e-13,-76.9999999999999,1.13686837721616e-13,-76.9999999999999,-5.6843418860808e-14,6.25817987628886e-05,6.035736591989e-05,6.48882116823468e-05,0,1.63283144052494e-21,-1.10591536751413e-06,1.63283144052494e-21,-1.10591536751413e-06,-8.16415720262471e-22,69625581
"2020/05/12",0,0,3015,56,0,1.13686837721616e-13,-60.9999999999999,1.13686837721616e-13,-60.9999999999999,-5.6843418860808e-14,6.22533858800803e-05,6.00404035965119e-05,6.45479347470497e-05,0,1.63283144052494e-21,-8.76114771667038e-07,1.63283144052494e-21,-8.76114771667038e-07,-8.16415720262471e-22,69625581
"2020/05/13",2,0,3017,56,0,1.13686837721616e-13,-56.9999999999999,1.13686837721616e-13,-56.9999999999999,-5.6843418860808e-14,6.19854649089415e-05,5.9781801850099e-05,6.42703588896803e-05,0,1.63283144052494e-21,-8.18664622705265e-07,1.63283144052494e-21,-8.18664622705265e-07,-8.16415720262471e-22,69625581
"2020/05/14",0,0,3017,56,0,1.13686837721616e-13,-56.9999999999999,1.13686837721616e-13,-56.9999999999999,-5.6843418860808e-14,6.16976173241445e-05,5.95040000998131e-05,6.397210233079e-05,0,1.63283144052494e-21,-8.18664622705265e-07,1.63283144052494e-21,-8.18664622705265e-07,-8.16415720262471e-22,69625581
"2020/05/15",1,0,3018,56,0,1.13686837721616e-13,-51.9999999999999,1.13686837721616e-13,-51.9999999999999,-5.6843418860808e-14,6.14521879132935e-05,5.92671258682091e-05,6.37178088866358e-05,0,1.63283144052494e-21,-7.46851936503049e-07,1.63283144052494e-21,-7.46851936503049e-07,-8.16415720262471e-22,69625581
"2020/05/16",7,0,3025,56,0,1.13686837721616e-13,-55.9999999999999,1.13686837721616e-13,-55.9999999999999,-5.6843418860808e-14,6.13502377596663e-05,5.91686315777741e-05,6.36122819271254e-05,0,1.63283144052494e-21,-8.04302085464822e-07,1.63283144052494e-21,-8.04302085464822e-07,-8.16415720262471e-22,69625581
